FISCAL_YEAR,FISCAL_PERIOD,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESCR,TRANS_DT,MERCHANDISE_AMT
2017,2,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AMERICAN AIR0010289001687,Airline,8/24/2016,25
2017,2,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,08-12-2016,420.59
2017,2,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AMERICAN AIR0012386621633,Airline,08-10-2016,359.7
2017,2,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,HARRY LOUIE DRY CL,Dry Cleaners,8/19/2016,5.25
2017,2,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,WWW.1AND1.COM,Computer Network-Information Services,8/15/2016,134.91
2017,2,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,SOUTHWES 5262436752061,Airline,08-10-2016,313.96
2017,2,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,THE WESTIN WASHINGTON DC,Lodging,08-12-2016,118
2017,2,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS0148052640000002,Stationery-Office Supplies-Printing Writing Pap,08-12-2016,6.88
2017,2,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS0148052640000001,Stationery-Office Supplies-Printing Writing Pap,08-12-2016,282.24
2017,2,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,MSC,Industrial Supplies Not Elsewhere Classified,08-12-2016,105.12
2017,2,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS7160757824000001,Stationery-Office Supplies-Printing Writing Pap,08-11-2016,506.22
2017,2,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,SOUTHWES 5262436601584,Airline,08-10-2016,157.96
2017,2,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,HILTON INTERNATIONALS,Lodging,8/25/2016,296.56
2017,2,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,CALYPSO SNACK BAR,Eating Places Restaurants,08-09-2016,325
2017,2,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,CALYPSO SNACK BAR,Eating Places Restaurants,08-11-2016,325
2017,2,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,ELI RESEARCH NC 800 223,Schools Educational Svc-Not Elsewhere Classified,08-12-2016,10
2017,2,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,STAPLS0147881481000001,Stationery-Office Supplies-Printing Writing Pap,08-06-2016,35.3
2017,2,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,CALYPSO SNACK BAR,Eating Places Restaurants,08-10-2016,325
2017,2,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,CALYPSO SNACK BAR,Eating Places Restaurants,08-08-2016,325
2017,2,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,SAFEWAY STORE00017632,Grocery Stores Supermarkets,08-08-2016,10.47
2017,2,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,SAFEWAY STORE00017632,Grocery Stores Supermarkets,08-08-2016,44.05
2017,2,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,MAIN ST MARKET,Miscellaneous General Merchandise,8/16/2016,480
2017,2,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,STAPLES DIRECT,Stationery-Office Supplies-Printing Writing Pap,7/28/2016,79.99
2017,2,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,ELI RESEARCH NC 800 223,Schools Educational Svc-Not Elsewhere Classified,08-12-2016,159
2017,2,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,SCHOOL HEALTH CORP,Dental-Lab-Med-Ophthalmic Hosp Equip Supplies,8/13/2016,2500
2017,2,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,SCHOOL HEALTH CORP,Dental-Lab-Med-Ophthalmic Hosp Equip Supplies,8/13/2016,100
2017,2,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,MAIN ST MARKET,Miscellaneous General Merchandise,8/16/2016,144
2017,2,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,Amazon.com,Book Stores,8/18/2016,78.56
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,CAREER COMMUNICATIONS,Miscellaneous General Merchandise,8/17/2016,10
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,ASSOC SUPERV AND CURR,Direct Marketing-Catalog Merchants,7/27/2016,11
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,SHOPRITE GOVERNORS SQ,Grocery Stores Supermarkets,8/15/2016,6.77
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,XEROX CORPORATION/RBO,Office Photographic Photocopy Microfilm Equipmt,8/24/2016,99.51
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,KENT-SUSSEX INDUST,Organizations Charitable And Social Services,08-02-2016,49.9
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,STAPLS0147784284000002,Stationery-Office Supplies-Printing Writing Pap,08-04-2016,94.4
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,KENT-SUSSEX INDUST,Organizations Charitable And Social Services,8/16/2016,24.95
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,CAREER COMMUNICATIONS,Miscellaneous General Merchandise,8/17/2016,565
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,NCS*GED EXAM,Schools Educational Svc-Not Elsewhere Classified,8/24/2016,1400
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,STAPLS7160498953000003,Stationery-Office Supplies-Printing Writing Pap,08-09-2016,15.24
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,STAPLS7160498953000002,Stationery-Office Supplies-Printing Writing Pap,08-05-2016,41.76
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,STAPLS7160498953000001,Stationery-Office Supplies-Printing Writing Pap,08-05-2016,332.79
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,XEROX CORPORATION/RBO,Office Photographic Photocopy Microfilm Equipmt,08-04-2016,21.95
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,STAPLS0147784284000001,Stationery-Office Supplies-Printing Writing Pap,08-04-2016,348.6
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,AWL*PEARSON EDUCATION,Books Periodicals And Newspapers,08-01-2016,525.89
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,PAYPAL *TECHNIMEDIA,Colleges Univ Pro Schools Junior Colleges,7/27/2016,9
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,AWL*PEARSON EDUCATION,Books Periodicals And Newspapers,08-01-2016,8.47
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,BAUDVILLE INC.,Nondurable Goods Not Elsewhere Classified,08-03-2016,9.5
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,GOOGLE *SVCSAPPSecapm,Advertising Services,08-01-2016,25
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,WW GRAINGER,Industrial Supplies Not Elsewhere Classified,08-03-2016,107.01
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,BAUDVILLE INC.,Nondurable Goods Not Elsewhere Classified,08-03-2016,83.85
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,SHOPRITE CHRSTNLNDG S1,Grocery Stores Supermarkets,08-08-2016,37.68
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,ASSOC SUPERV AND CURR,Direct Marketing-Catalog Merchants,7/27/2016,79.08
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,KENT-SUSSEX INDUST,Organizations Charitable And Social Services,7/28/2016,609.65
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,OFFICE DEPOT #5910,Direct Marketing-Combination Catalog-Retail Merch,7/28/2016,837.52
2017,2,MINISTRY OF FINANCE,CYBER ISSUE DEPT,PAYPAL *TECHNIMEDIA,Colleges Univ Pro Schools Junior Colleges,7/27/2016,2590
2017,2,MINISTRY OF FINANCE,CLAIMS DEPT,NAPT,Associations-Civic Social And Fraternal,7/28/2016,170
2017,2,MINISTRY OF FINANCE,CLAIMS DEPT,J J KELLER And ASSOCIATES,Industrial Supplies Not Elsewhere Classified,08-05-2016,727
2017,2,MINISTRY OF FINANCE,CLAIMS DEPT,SOUTHWES 5262439502389,Airline,8/19/2016,343.47
2017,2,MINISTRY OF FINANCE,CLAIMS DEPT,NAPT,Associations-Civic Social And Fraternal,8/24/2016,425
2017,2,MINISTRY OF FINANCE,CLAIMS DEPT,2CO.COM*NASDPTS,Direct Marketing-Catalog Merchants,8/25/2016,450
2017,2,MINISTRY OF FINANCE,CLAIMS DEPT,J J KELLER And ASSOCIATES,Industrial Supplies Not Elsewhere Classified,08-05-2016,35
2017,2,MINISTRY OF FINANCE,CLAIMS DEPT,SOUTHWES 5262439569311,Airline,8/19/2016,298.97
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,IBM CORPORATION,Computers Computer Peripheral Equipment Software,8/27/2016,4005.2
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CHICK-FIL-A #02680,Fast Food Restaurants,09-08-2016,155.3
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,JOE THEISMANNS REST ALEXA,Eating Places Restaurants,8/30/2016,16.5
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,PANERA BREAD #601490,Fast Food Restaurants,9/22/2016,3.72
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS7161666830000001,Stationery-Office Supplies-Printing Writing Pap,8/26/2016,245.38
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,NCS*GED EXAM,Schools Educational Svc-Not Elsewhere Classified,8/29/2016,600
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,TAVERN 64,Eating Places Restaurants,09-12-2016,44.1
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,LA PIAZZA ITALIAN REST,Eating Places Restaurants,9/21/2016,19.69
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS0149216136000001,Stationery-Office Supplies-Printing Writing Pap,9/22/2016,52.76
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,IDU*INSIGHT PUBLIC SEC,Computer Software Stores,09-07-2016,2825.38
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,TRACKWRESTLING.COM,Contractors Special Trade-Not Elsewhere Classified,09-07-2016,5550
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,PAYPAL *NATIONALASS,Organizations Charitable And Social Services,09-08-2016,700
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,NEW ORLEANS AIRPORT,Fast Food Restaurants,9/21/2016,40.79
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,9/22/2016,157.68
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,FRANCOS PIZZA PASTA,Eating Places Restaurants,8/29/2016,116.2
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,VERSALIGN INC,Computer Main-Repair-Services Not Elsewhere Class,9/21/2016,3990
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,TGI FRIDAYS #2047,Eating Places Restaurants,9/20/2016,18.09
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,NATIONAL ASSOCIATION OF S,Organizations Charitable And Social Services,09-12-2016,400
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS7162417829000001,Stationery-Office Supplies-Printing Writing Pap,9/21/2016,47.48
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,WB MASON,Stationery-Office Supplies-Printing Writing Pap,09-02-2016,482.4
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,WAL-MART #1736,Grocery Stores Supermarkets,9/20/2016,54.02
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,PANERA BREAD #725,Fast Food Restaurants,9/15/2016,11.53
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,MADERS GERMAN RESTA,Eating Places Restaurants,9/24/2016,15.92
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,HILTON GARDEN HAMILTON,Lodging,9/20/2016,147.2
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS7163072861000001,Stationery-Office Supplies-Printing Writing Pap,9/22/2016,77.98
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,COL PRKNG GOV CNTR Q07,Automobile Parking Lots And Garages,9/23/2016,4
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS0149158015000001,Stationery-Office Supplies-Printing Writing Pap,9/21/2016,51.3
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,LA PIAZZA ITALIAN REST,Eating Places Restaurants,9/21/2016,13.34
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,TWINHILL #8102,Mens-Womens-Childrens Uniforms-Commercial Cloth,09-09-2016,188.87
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CALDERONE CLUB,Eating Places Restaurants,9/23/2016,25.36
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,THE DEVEREUX FOUNDATION,Organizations Charitable And Social Services,8/26/2016,125
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,PATS PIZZA IN WEST DOVER,Eating Places Restaurants,09-12-2016,170.42
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,WAWA 8342 00083428,Service Stations With Or Without Ancillary Service,9/20/2016,5.34
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,LONGHORN STEAK00053124,Eating Places Restaurants,9/19/2016,20.94
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,HILTON GARDEN HAMILTON,Lodging,9/22/2016,294.4
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AWL*PEARSON EDUCATION,Books Periodicals And Newspapers,09-06-2016,60.75
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS0149117321000004,Stationery-Office Supplies-Printing Writing Pap,9/23/2016,92.48
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CALDERONE CLUB,Eating Places Restaurants,9/24/2016,21.58
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CALDERONE CLUB,Eating Places Restaurants,9/23/2016,35.2
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,WHO'S ON THIRD MILWAUKEE',Eating Places Restaurants,9/23/2016,14.86
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AMERICAN SCHOOL HEALTH AS,Other Services Not Elsewhere Classified,9/21/2016,445
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CALYPSO SNACK BAR,Eating Places Restaurants,9/21/2016,471.3
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS7162417829000002,Stationery-Office Supplies-Printing Writing Pap,09-11-2016,581.8
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS7163018004000001,Stationery-Office Supplies-Printing Writing Pap,9/21/2016,342.36
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AMERICAN AIR0010261283161,Airline,9/23/2016,25
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,WHO'S ON THIRD MILWAUKEE',Eating Places Restaurants,9/24/2016,23.58
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,WHO'S ON THIRD MILWAUKEE',Eating Places Restaurants,9/23/2016,7.57
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,PATS PIZZA IN WEST DOVER,Eating Places Restaurants,9/14/2016,86.05
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,NAEHCY,Organizations Charitable And Social Services,9/22/2016,650
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AMERICAN AIR0010261282327,Airline,9/23/2016,25
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,GO RITEWAY CLAIMS DEPT,Travel,9/23/2016,27
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CALDERONE CLUB,Eating Places Restaurants,9/23/2016,25.36
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,WHO'S ON THIRD MILWAUKEE',Eating Places Restaurants,9/24/2016,23.59
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,WESTIN WESTIN HOTELS,Lodging,09-02-2016,60
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,LA PIAZZA ITALIAN REST,Eating Places Restaurants,9/21/2016,13.34
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,BALSAMIQ TRID688406,Computer Software Stores,9/26/2016,12
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,ELSAS ON THE PARK,Eating Places Restaurants,9/26/2016,16.23
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,USPS PO 0917600901,Postal Services-Government Only,9/26/2016,20.04
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,SSI*SCHOOL SPECIALTY,Direct Marketing-Other Direct Marketers-Not Elsew,9/26/2016,147.9
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,SPRINGHILL SUITES,Lodging,9/26/2016,355
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,FRONTIER AI HCER9H,Airline,9/22/2016,25
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,HYATT HOTELS RESTON,Lodging,9/15/2016,45
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLES DIRECT,Stationery-Office Supplies-Printing Writing Pap,9/22/2016,314.79
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,VERSALIGN INC,Computer Main-Repair-Services Not Elsewhere Class,9/21/2016,425
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,RUBY TUESDAY #4447,Eating Places Restaurants,9/22/2016,15.6
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,TGI FRIDAYS #2047,Eating Places Restaurants,9/21/2016,21.56
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,PANERA BREAD #601490,Fast Food Restaurants,9/22/2016,9.29
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,PANERA BREAD #601490,Fast Food Restaurants,9/21/2016,6.51
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,SP * DISTRIBUTITVE EDU,Mens And Womens Clothing Stores,09-12-2016,13
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AWARDS UNLIMITED,Miscellaneous And Specialty Retail Stores,9/21/2016,296.66
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,USPS PO 0917600901,Postal Services-Government Only,9/21/2016,19.62
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,RUBY TUESDAY #4447,Eating Places Restaurants,9/22/2016,15.22
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,TGI FRIDAYS #2047,Eating Places Restaurants,9/21/2016,12.59
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,PANERA BREAD #601490,Fast Food Restaurants,9/22/2016,3.4
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,RUBY TUESDAY #4447,Eating Places Restaurants,9/22/2016,16.11
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,TGI FRIDAYS #2047,Eating Places Restaurants,9/21/2016,11.8
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS7163072861000001,Stationery-Office Supplies-Printing Writing Pap,9/22/2016,33.81
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,DELTA AIR Baggage Fee,Airline,9/21/2016,25
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,OMNI ROYAL ORLEANS,Lodging,9/21/2016,286.44
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,PPA PHL AIRPORT,Automobile Parking Lots And Garages,9/22/2016,33
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,GO RITEWAY CLAIMS DEPT,Travel,9/22/2016,27
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,9/14/2016,210.07
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,RED ROBIN NO 655,Eating Places Restaurants,9/19/2016,13.76
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,9/22/2016,108.29
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,IDU*INSIGHT PUBLIC SEC,Computer Software Stores,8/31/2016,1159.2
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS7162417829000003,Stationery-Office Supplies-Printing Writing Pap,9/21/2016,21.94
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,HILTON GARDEN HAMILTON,Lodging,9/22/2016,147.2
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,SSI*SCHOOL SPECIALTY,Direct Marketing-Other Direct Marketers-Not Elsew,9/16/2016,1281
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,WESTIN WESTIN HOTELS,Lodging,09-02-2016,377.56
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,Amazon.com,Book Stores,09-01-2016,23.98
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,HUNTING CREEK RESTAURANT,Eating Places Restaurants,8/31/2016,20.7
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AMERICAN AIR0012392189879,Airline,9/16/2016,570.2
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,HYATT HOTELS RESTON,Lodging,9/15/2016,745.92
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AMTRAK .COM 2420742031576,Travel,8/29/2016,116
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,LAZ PARKING 660300,Automobile Parking Lots And Garages,8/30/2016,11
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,SHERATON ATLANTA HOTEL,Lodging,9/15/2016,18.12
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,PAYPAL *MIDDLESTATE,Schools Educational Svc-Not Elsewhere Classified,09-02-2016,90
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,DE STATE PARKS RESERV,Government Services-Not Elsewhere Classified,09-07-2016,200
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,IDU*INSIGHT PUBLIC SEC,Computer Software Stores,09-03-2016,53.13
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,WB MASON,Stationery-Office Supplies-Printing Writing Pap,8/30/2016,96.48
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,09-08-2016,988.3
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,IDU*INSIGHT PUBLIC SEC,Computer Software Stores,09-07-2016,306.33
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,HILTON INTERNATIONALS,Lodging,09-02-2016,-296.56
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,WB MASON,Stationery-Office Supplies-Printing Writing Pap,9/16/2016,32.99
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,COL PRKNG GOV CNTR Q07,Automobile Parking Lots And Garages,9/16/2016,5
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,MARRIOTT NEW ORLEANS,Lodging,8/26/2016,172.49
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,09-01-2016,393.03
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,MSC,Industrial Supplies Not Elsewhere Classified,09-08-2016,113.16
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,PANERA BREAD #601490,Eating Places Restaurants,9/19/2016,7.15
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,COL PRKNG GOV CNTR Q07,Automobile Parking Lots And Garages,9/21/2016,4
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,UM OUTREACH And CONT ED,Colleges Univ Pro Schools Junior Colleges,9/19/2016,325
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,UM OUTREACH And CONT ED,Colleges Univ Pro Schools Junior Colleges,9/19/2016,325
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,UM OUTREACH And CONT ED,Colleges Univ Pro Schools Junior Colleges,9/19/2016,325
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS0148733414000001,Stationery-Office Supplies-Printing Writing Pap,09-07-2016,101.5
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,MCDONALD'S F23456,Fast Food Restaurants,9/21/2016,5.54
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,TGI FRIDAYS #2047,Eating Places Restaurants,9/20/2016,15.73
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,HILTON GARDEN HAMILTON,Lodging,9/20/2016,147.2
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,HILTON GARDEN HAMILTON F,Eating Places Restaurants,9/20/2016,10.51
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS0149117321000001,Stationery-Office Supplies-Printing Writing Pap,9/20/2016,835.52
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,VTS INDEPENDENT CAB,Travel,9/19/2016,36
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,NEW ORLEANS AIRPORT,Fast Food Restaurants,9/21/2016,2.53
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,LONGHORN STEAK00053124,Eating Places Restaurants,9/19/2016,19.66
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,LONGHORN STEAK00053124,Eating Places Restaurants,9/19/2016,27.22
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AMERICAN AIR0010637624409,Airline,9/19/2016,16.05
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AMERICAN AIR0012392526774,Airline,9/19/2016,370.2
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,PANERA BREAD #601490,Fast Food Restaurants,9/21/2016,4.79
2017,3,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,TGI FRIDAYS #2047,Eating Places Restaurants,9/20/2016,14.07
